war_num,war_name,war_type_code,war_type,war_subtype,total_participants,start_date,start_year,end_date,end_year,lagging_war,leading_war,ongoing_war,total_days_in_war,start_date_estimated,end_date_estimated,file_name
532.0,Druze Rebellion,6.0,Intra-State War,Regional/Internal,2,1837-09-27,1837,1838-08-22,1838,-8.0,-8.0,0.0,,0.0,0.0,war_num_532_0.json
530.0,Third Murid War,5.0,Intra-State War,Civil War (over local issues),2,1836-07-06,1836,1852-04-24,1852,-8.0,-8.0,0.0,,0.0,0.0,war_num_530_0.json
528.0,First Bosnian War,5.0,Intra-State War,Civil War (over local issues),2,1836-01-01,1836,1836-12-31,1836,-8.0,-8.0,0.0,,1.0,1.0,war_num_528_0.json
526.0,Farroupilha War,5.0,Intra-State War,Civil War (over local issues),2,1835-09-19,1835,1845-03-01,1845,-8.0,-8.0,0.0,,0.0,0.0,war_num_526_0.json
525.0,Cabanos Revolt,5.0,Intra-State War,Civil War (over local issues),2,1835-01-06,1835,1837-07-12,1837,-8.0,-8.0,0.0,,0.0,0.0,war_num_525_0.json
527.0,Texan War,5.0,Intra-State War,Civil War (over local issues),2,1835-10-02,1835,1836-04-20,1836,-8.0,-8.0,0.0,,0.0,0.0,war_num_527_0.json
525.5,Zacatecas Rebellion,4.0,Intra-State War,Civil War (for central control),2,1835-05-11,1835,1835-05-14,1835,-8.0,-8.0,0.0,,0.0,0.0,war_num_525_5.json
522.0,First Carlist War,4.0,Intra-State War,Civil War (for central control),5,1834-07-10,1834,1840-06-02,1840,-8.0,-8.0,0.0,,0.0,0.0,war_num_522_0.json
523.0,Second Murid War,5.0,Intra-State War,Civil War (over local issues),2,1834-08-20,1834,1834-10-27,1834,-8.0,-8.0,0.0,,0.0,0.0,war_num_523_0.json
521.0,Palestinian Anti-Conscription Revolt,6.0,Intra-State War,Regional/Internal,2,1834-05-19,1834,1834-08-31,1834,-8.0,-8.0,0.0,,0.0,1.0,war_num_521_0.json
320.0,Ottoman-Bilmez-Asiri War,3.0,Extra-State War,Imperial (state vs non-state),2,1832-06-01,1832,1837-12-31,1837,-8.0,-8.0,0.0,,1.0,1.0,war_num_320_0.json
520.3,Cabanada War,4.0,Intra-State War,Civil War (for central control),2,1832-04-01,1832,1835-05-29,1835,-8.0,-8.0,0.0,,1.0,0.0,war_num_520_3.json
520.5,Miguelite War,4.0,Intra-State War,Civil War (for central control),3,1832-07-09,1832,1834-05-26,1834,-8.0,-8.0,0.0,,0.0,0.0,war_num_520_5.json
520.0,First Mexican War,4.0,Intra-State War,Civil War (for central control),2,1832-01-02,1832,1832-12-23,1832,-8.0,-8.0,0.0,,0.0,0.0,war_num_520_0.json
518.0,First Syrian War,5.0,Intra-State War,Civil War (over local issues),2,1831-10-01,1831,1832-12-27,1832,-8.0,-8.0,0.0,,0.0,0.0,war_num_518_0.json
517.0,First Polish War,5.0,Intra-State War,Civil War (over local issues),2,1831-02-07,1831,1831-10-18,1831,-8.0,-8.0,0.0,,0.0,0.0,war_num_517_0.json
516.0,Egyptian Taka Expedition,6.0,Intra-State War,Regional/Internal,2,1831-01-01,1831,1831-12-31,1831,-8.0,-8.0,0.0,,1.0,1.0,war_num_516_0.json
512.0,First Albanian Revolt,5.0,Intra-State War,Civil War (over local issues),2,1830-06-01,1830,1832-07-05,1832,-8.0,-8.0,0.0,,1.0,0.0,war_num_512_0.json
511.0,First Murid War,5.0,Intra-State War,Civil War (over local issues),2,1830-02-24,1830,1832-10-17,1832,-8.0,-8.0,0.0,,0.0,0.0,war_num_511_0.json
515.0,Belgian Independence War,5.0,Intra-State War,Civil War (over local issues),2,1830-08-25,1830,1830-12-19,1830,-8.0,-8.0,0.0,,0.0,0.0,war_num_515_0.json
513.0,First French Insurrection,4.0,Intra-State War,Civil War (for central control),2,1830-07-27,1830,1830-07-29,1830,-8.0,-8.0,0.0,,0.0,0.0,war_num_513_0.json
319.0,French Occupation of Algiers,3.0,Extra-State War,Imperial (state vs non-state),2,1830-06-12,1830,1830-07-05,1830,-8.0,-8.0,0.0,,0.0,0.0,war_num_319_0.json
317.0,Spanish Reconquest of Mexico,3.0,Extra-State War,Imperial (state vs non-state),2,1829-07-16,1829,1829-09-11,1829,-8.0,-8.0,0.0,,0.0,0.0,war_num_317_0.json
4.0,First Russo-Turkish,1.0,Inter-State War,Inter-State War,2,1828-04-26,1828,1829-09-14,1829,,,0.0,,0.0,0.0,war_num_4_0.json
316.0,Russo-Persian,3.0,Extra-State War,Imperial (state vs non-state),2,1826-09-28,1826,1828-02-28,1828,-8.0,-8.0,0.0,,0.0,0.0,war_num_316_0.json
315.0,Brazil-Argentine,3.0,Extra-State War,Imperial (state vs non-state),2,1826-01-01,1826,1828-10-27,1828,-8.0,-8.0,0.0,,0.0,0.0,war_num_315_0.json
508.0,Janissari Revolt,4.0,Intra-State War,Civil War (for central control),2,1826-06-14,1826,1826-06-17,1826,-8.0,-8.0,0.0,,0.0,0.0,war_num_508_0.json
313.0,Dutch - Javanese,2.0,Extra-State War,Colonial (conflict with colony),2,1825-07-23,1825,1830-03-28,1830,-8.0,-8.0,0.0,,0.0,0.0,war_num_313_0.json
314.0,British-Bharatpuran,2.0,Extra-State War,Colonial (conflict with colony),2,1825-11-23,1825,1826-01-18,1826,-8.0,-8.0,0.0,,0.0,0.0,war_num_314_0.json
507.5,Greater Chechnya Revolt,5.0,Intra-State War,Civil War (over local issues),2,1825-06-25,1825,1826-12-31,1826,-8.0,-8.0,0.0,,0.0,1.0,war_num_507_5.json
311.0,First British-Ashanti,3.0,Extra-State War,Imperial (state vs non-state),2,1824-01-20,1824,1826-08-07,1826,-8.0,-8.0,0.0,,0.0,0.0,war_num_311_0.json
312.0,Liberation of Peru,2.0,Extra-State War,Colonial (conflict with colony),2,1824-02-04,1824,1825-04-02,1825,-8.0,-8.0,0.0,,0.0,0.0,war_num_312_0.json
507.0,Egypt-Mehdi War,6.0,Intra-State War,Regional/Internal,2,1824-03-23,1824,1824-04-14,1824,-8.0,-8.0,0.0,,0.0,0.0,war_num_507_0.json
310.0,First British-Burmese,3.0,Extra-State War,Imperial (state vs non-state),2,1823-09-24,1823,1826-02-24,1826,-8.0,-8.0,0.0,,0.0,0.0,war_num_310_0.json
1.0,Franco-Spanish War,1.0,Inter-State War,Inter-State War,2,1823-04-07,1823,1823-11-13,1823,,,0.0,,0.0,0.0,war_num_1_0.json
504.0,Greek Independence War,5.0,Intra-State War,Civil War (over local issues),5,1821-03-25,1821,1828-04-25,1828,-8.0,4.0,0.0,,0.0,0.0,war_num_504_0.json
505.0,Spanish Royalists War,4.0,Intra-State War,Civil War (for central control),2,1821-12-04,1821,1823-04-06,1823,-8.0,1.0,0.0,,0.0,0.0,war_num_505_0.json
309.0,Turco-Persian,3.0,Extra-State War,Imperial (state vs non-state),2,1821-08-01,1821,1822-05-31,1822,-8.0,-8.0,0.0,,1.0,1.0,war_num_309_0.json
504.3,Sidon-Damascus War,6.0,Intra-State War,Regional/Internal,2,1821-05-21,1821,1822-07-30,1822,-8.0,-8.0,0.0,,0.0,0.0,war_num_504_3.json
308.0,Second Bolivar Expedition,2.0,Extra-State War,Colonial (conflict with colony),2,1821-04-28,1821,1822-05-24,1822,-8.0,-8.0,0.0,,0.0,0.0,war_num_308_0.json
503.0,Sardinian Revolt,4.0,Intra-State War,Civil War (for central control),3,1821-03-10,1821,1821-05-08,1821,-8.0,-8.0,0.0,,0.0,0.0,war_num_503_0.json
502.1,Ali Pasha Rebellion,5.0,Intra-State War,Civil War (over local issues),2,1820-07-01,1820,1822-01-24,1822,-8.0,-8.0,0.0,,1.0,0.0,war_num_502_1.json
502.0,First Two Sicilies War,4.0,Intra-State War,Civil War (for central control),3,1820-07-02,1820,1821-03-23,1821,-8.0,-8.0,0.0,,0.0,0.0,war_num_502_0.json
307.0,Ottoman Conquest of Sudan,3.0,Extra-State War,Imperial (state vs non-state),2,1820-01-01,1820,1821-06-30,1821,-8.0,-8.0,0.0,,1.0,1.0,war_num_307_0.json
500.0,First Caucasus War,5.0,Intra-State War,Civil War (over local issues),2,1818-06-10,1818,1822-11-30,1822,-8.0,-8.0,0.0,,0.0,1.0,war_num_500_0.json
303.0,First Bolivar Expedition,2.0,Extra-State War,Colonial (conflict with colony),2,1817-04-11,1817,1819-08-10,1819,-8.0,-8.0,0.0,,0.0,0.0,war_num_303_0.json
306.0,British-Maratha,2.0,Extra-State War,Colonial (conflict with colony),2,1817-11-06,1817,1818-06-03,1818,-8.0,-8.0,0.0,,0.0,0.0,war_num_306_0.json
305.0,British-Kandyan,2.0,Extra-State War,Colonial (conflict with colony),2,1817-10-01,1817,1818-11-26,1818,-8.0,-8.0,0.0,,1.0,0.0,war_num_305_0.json
304.0,Mexican Independence,2.0,Extra-State War,Colonial (conflict with colony),2,1817-08-15,1817,1818-01-01,1818,-8.0,-8.0,0.0,,0.0,0.0,war_num_304_0.json
302.0,Liberation of Chile,2.0,Extra-State War,Colonial (conflict with colony),2,1817-01-09,1817,1818-04-05,1818,-8.0,-8.0,0.0,,0.0,0.0,war_num_302_0.json
301.0,Ottoman-Wahhabi,3.0,Extra-State War,Imperial (state vs non-state),2,1816-09-01,1816,1818-09-11,1818,-8.0,-8.0,0.0,,1.0,0.0,war_num_301_0.json
300.0,Allied Bombardment of Algiers,3.0,Extra-State War,Imperial (state vs non-state),3,1816-08-26,1816,1816-08-30,1816,-8.0,-8.0,0.0,,0.0,0.0,war_num_300_0.json
